,,title,url,pid,formatted_url,price,currency,original_price,discount,f_assured,highlights,seller,seller_rating,description,specifications,formatted_specifications,images,return_policy,category,sub_category_1,sub_category_2,sub_category_3,breadcrumbs,country_of_origin,generic_name,manufactured_by,avg_ratings,reviews_count,ratings_count,uniq_id,scraped_at
525,972,"CROKIAN Back Cover for POCO X3,POCO X3 PRO Spiderman Back Cover  (Red, Hard Case)",https://www.flipkart.com/hi/crokian-back-cover-poco-x3-poco-x3-pro-spiderman/p/itmcfbcb57cde236,itmcfbcb57cde236,https://www.flipkart.com/product/p/itmcfbcb57cde236,169,INR,₹999,83% off,False,,BS INCORPORATION,3.9,CROKIAN Case offers protection to your phone without compromising on the style factor. This case is the perfect weapon needed to guard your phone from everything unwanted.This form-fitting case covers the back and corners of your smartphone while still providing access to all ports and buttons. Designed for your phone this sleek and lightweight case is the perfect way to show off your style. The Design will never come off nor will it ever fade. It offers solid grip simultaneously providing smooth touch and feel to your case.,"[{'Sales Package': '1 printed back cover'}, {'Model Number': 'CRO-POCOX3PR-236'}, {'Designed For': 'POCO X3,POCO X3 PRO Spiderman Back Cover'}, {'Brand Color': 'Red'}, {'Net Quantity': '1'}, {'Pack of': '1'}, {'Other Features': 'WATERPROOF, DUSTPROOF, 3D DESIGN, DURABLE, MATTE FINISH'}]","1 printed back cover: Sales Package | CRO-POCOX3PR-236: Model Number | POCO X3,POCO X3 PRO Spiderman Back Cover: Designed For | Red: Brand Color | 1: Net Quantity | 1: Pack of | WATERPROOF, DUSTPROOF, 3D DESIGN, DURABLE, MATTE FINISH: Other Features",,वापसी नहीं होगी ,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | CROKIAN Designer Cases & Covers,,,,0,0,0,676373f5-1d3f-59c3-a4df-9a24a13ca795,01/01/24
526,973,ELEF Back Camera Lens Ring Guard Protector for iPhone 12 Pro Max Metal Alloy Ring  (Pack of: 1),https://www.flipkart.com/hi/elef-back-camera-lens-ring-guard-protector-iphone-12-pro-max-metal-alloy/p/itm91316c69862da,itm91316c69862da,https://www.flipkart.com/product/p/itm91316c69862da,219,INR,₹799,72% off,True,,elefIndia,4.1,,"[{'Sales Package': '1 Set (3 Camera ) 3D Metallic Frame High Definition for iPhone 12 Pro Max -Purple'}, {'Pack of': 'Pack of 1'}, {'Brand': 'ELEF'}, {'Model Name': 'ELEF-12600'}, {'Suitable For': 'Mobile'}, {'Applied on': 'Back'}, {'Removable': 'Yes'}, {'Number of Layers': '6'}, {'Color': 'Purple'}, {'Type': 'Camera Lens Ring Guard Protector'}, {'Features': 'Scratch ResistantAnti Glare'}, {'Designed For': 'iPhone 12 Pro Max Metal Alloy Ring'}, {'Net Quantity': '1'}, {'Service Type': 'N/A'}, {'Covered in Warranty': 'N/A'}, {'Not Covered in Warranty': 'N/A'}, {'Warranty Summary': 'N/A'}]",1 Set (3 Camera ) 3D Metallic Frame High Definition for iPhone 12 Pro Max -Purple: Sales Package | Pack of 1: Pack of | ELEF: Brand | ELEF-12600: Model Name | Mobile: Suitable For | Back: Applied on | Yes: Removable | 6: Number of Layers | Purple: Color | Camera Lens Ring Guard Protector: Type | Scratch ResistantAnti Glare: Features | iPhone 12 Pro Max Metal Alloy Ring: Designed For | 1: Net Quantity | N/A: Service Type | N/A: Covered in Warranty | N/A: Not Covered in Warranty | N/A: Warranty Summary,https://rukminim2.flixcart.com/image/l3ys70w0/mobile-camera-lens-protector/o/5/x/yes-cameraglass6989-voski-original-imageysk2fppkg4w.jpeg | https://rukminim2.flixcart.com/image/ky90scw0/mobile-camera-lens-protector/5/n/7/yes-camring03266-evett-original-imagagrchrqeyzzz.jpeg | https://rukminim2.flixcart.com/image/l3ys70w0/mobile-camera-lens-protector/y/n/7/yes-cameraglass6989-voski-original-imageyskghtknkmn.jpeg | https://rukminim2.flixcart.com/image/l5iid8w0/mobile-camera-lens-protector/e/r/k/yes-cameralensprotector4641-voski-original-imagg65ejrhpetyu.jpeg,वापसी नहीं होगी ,Mobiles & Accessories,Mobile Accessories,Mobile Camera Lens Protectors,ELEF Mobile Camera Lens Protectors,Mobiles & Accessories | Mobile Accessories | Mobile Camera Lens Protectors | ELEF Mobile Camera Lens Protectors,,,,0,0,0,d01c5e0f-ba77-5b32-9d61-e25a13631b4f,01/01/24
527,974,"Yoprint Back Cover for Oppo A15s 3d images, pattern Printed  (Multicolor, Hard Case, Pack of: 1)",https://www.flipkart.com/hi/yoprint-back-cover-oppo-a15s-3d-images-pattern-printed/p/itm025d51215813c,itm025d51215813c,https://www.flipkart.com/product/p/itm025d51215813c,251,INR,₹999,74% off,True,Suitable For: Mobile | Material: Plastic | Theme: Patterns | Type: Back Cover,,,"Designed phone cover not only protects your precious handset but also increases the life span of your mobile. This particular handset back cover is very light in weight and can also be easily snapped on your handset. In todays world communication is very important and hence it is mandate to protect the ways we communicate. Mobile is one of the ways. So it is imperative to protect the same by taking few precautions. One of the main is to protect your handset back cover. The handset back cover of this model has a very unique and creative design printed on it to give it a more glamorous look. This peculiar design handset back cover is bound to grab the eye ball of people around you. It gives a very stylish and trendy look and is a perfect gift to present it to your loved ones. So, pep up your life and add color by purchasing","[{'Sales Package': '1 Printed back cover for A15'}, {'Model Number': 'CPH2179/A15s 3d images, pattern /1224'}, {'Designed For': 'Oppo A15s 3d images, pattern Printed'}, {'Brand Color': '3d images, pattern'}, {'Pack of': '1'}, {'Other Features': 'Hard Case, Dual Protection, Graceful Quality With Neat & Clean Condition'}, {'Warranty Service Type': 'Replacement'}, {'Warranty Summary': '10 Days Replacement Warranty'}, {'Covered in Warranty': 'Warranty of the product is limited to manufacturing defects only'}, {'Not Covered in Warranty': 'Warranty does not cover any external accessories, damage caused to the product due to improper installation by customer, normal wear and tear'}]","1 Printed back cover for A15: Sales Package | CPH2179/A15s 3d images, pattern /1224: Model Number | Oppo A15s 3d images, pattern Printed: Designed For | 3d images, pattern: Brand Color | 1: Pack of | Hard Case, Dual Protection, Graceful Quality With Neat & Clean Condition: Other Features | Replacement: Warranty Service Type | 10 Days Replacement Warranty: Warranty Summary | Warranty of the product is limited to manufacturing defects only: Covered in Warranty | Warranty does not cover any external accessories, damage caused to the product due to improper installation by customer, normal wear and tear: Not Covered in Warranty",,,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Yoprint Designer Cases & Covers,,,,0,0,0,8c529613-fc2c-568c-8aff-0575c44b72cc,01/01/24
528,976,"Sheorano Back Cover for Tecno Pova 5G 2735  (Multicolor, Dot View, Silicon, Pack of: 1)",https://www.flipkart.com/sheorano-back-cover-tecno-pova-5g-2735/p/itma884ce9d06ccf,itma884ce9d06ccf,https://www.flipkart.com/product/p/itma884ce9d06ccf,219,INR,₹799,72% off,False,Suitable For: Mobile | Material: Silicon | Theme: Vintage & History | Type: Back Cover,PDPOINT,3.6,Mobile Back Covers Are The Best Attractive Accessory To Make Your Mobile Phone Unique From Other Models And Keep Protected From Scratches And Dust. It Is The Newest Trend In The Mobile Phone Accessories For The Dual Purpose Of Personalization And Protection As Well.,"[{'Sales Package': '1'}, {'Model Number': 'RDTP5G-2735'}, {'Designed For': 'Tecno Pova 5G 2735'}, {'Brand Color': 'MultiColor'}, {'Pack of': '1'}, {'Other Features': 'Dust free, washable, Fingerprints Free,Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.'}]","1: Sales Package | RDTP5G-2735: Model Number | Tecno Pova 5G 2735: Designed For | MultiColor: Brand Color | 1: Pack of | Dust free, washable, Fingerprints Free,Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.: Other Features",https://rukminim2.flixcart.com/image/l0h1g280/cases-covers/back-cover/l/a/7/rdtp5g-2737-auqueno-original-imagc94ywwzxqmtd.jpeg | https://rukminim2.flixcart.com/image/kpwybgw0/cases-covers/back-cover/b/m/x/rdsgm32-2511-trenosio-original-imagftdqzqpbtzbp.jpeg | https://rukminim2.flixcart.com/image/kpwybgw0/cases-covers/back-cover/v/n/b/rdsgm32-2803-trenosio-original-imagftdqzaaqhags.jpeg | https://rukminim2.flixcart.com/image/kcauaa80/cases-covers/back-cover/y/s/m/yorktosis-rdrx3sz-1572-original-imaftgkvbzwcsdtc.jpeg | https://rukminim2.flixcart.com/image/kn22m4w0/cases-covers/back-cover/t/x/g/rdts7-2650-yorktosis-original-imagftdqqznvkjsq.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Sheorano Designer Cases & Covers,India,Cases & Covers,Shoerano jpr RAJ,0,0,0,91b4c582-0063-5d56-8d59-f69e4e8a9913,01/01/24
529,979,"My Swag Back Cover for Samsung Galaxy J7  (Multicolor, 3D Case, Pack of: 1)",https://www.flipkart.com/my-swag-back-cover-samsung-galaxy-j7/p/itmfh7gq8pbzfywq,itmfh7gq8pbzfywq,https://www.flipkart.com/product/p/itmfh7gq8pbzfywq,229,INR,₹899,74% off,True,Suitable For: Mobile | Material: Polycarbonate | Theme: Patterns | Type: Back Cover,MySwag1,3.8,"this premium back cover is an my swag my swag made of high qulity and highly durable in nature,","[{'Sales Package': '1 back cover'}, {'Model Number': 'SWHTSGJ7D509'}, {'Designed For': 'Samsung Galaxy J7'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}]",1 back cover: Sales Package | SWHTSGJ7D509: Model Number | Samsung Galaxy J7: Designed For | Multicolor: Brand Color | 1: Pack of,https://rukminim2.flixcart.com/image/jwjkh3k0/cases-covers/back-cover/u/e/h/my-swag-swhtsgj7d509-original-imafh488fc3evjkc.jpeg | https://rukminim2.flixcart.com/image/jyt0knk0/cases-covers/back-cover/n/b/x/my-swag-swhtsgon7pd301-original-imafcphwgmpn5whd.jpeg | https://rukminim2.flixcart.com/image/k3uhhu80/cases-covers/back-cover/y/b/f/my-swag-swhtmotomd2646-original-imafcphwxdzwmc9p.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | My Swag Designer Cases & Covers,India,Cases & Covers,6-1-310 khairabad,0,0,0,2ba2ee15-d780-583a-85a9-8b7fcfe217eb,01/01/24
530,985,"SHIVKUDI Back Cover for Tecno Spark 8c  (Multicolor, Grip Case, Silicon)",https://www.flipkart.com/shivkudi-back-cover-tecno-spark-8c/p/itm02bb84ab1fc2c,itm02bb84ab1fc2c,https://www.flipkart.com/product/p/itm02bb84ab1fc2c,143,INR,₹498,71% off,False,,MAHAKALSHIV,3.9,"Tecno Spark 8c Back Cover, the best Multicolor covers, This soft silicone Multicolor cover will protect and prevent your phone from scratches, damage and dust. The silicone cover is made from a lightweight tough strong high quality rubber/silicone material which will help you to keep your phone safe. It comes in smooth texture. This will not only look good on your phone but will protect it. This case will Style your mobile.","[{'Sales Package': '1'}, {'Model Number': 'Tc-Spark 8c-JP4415'}, {'Designed For': 'Tecno Spark 8c'}, {'Brand Color': 'Multicolor'}, {'Net Quantity': '1'}, {'Pack of': '1'}, {'Certification': 'Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.'}]","1: Sales Package | Tc-Spark 8c-JP4415: Model Number | Tecno Spark 8c: Designed For | Multicolor: Brand Color | 1: Net Quantity | 1: Pack of | Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.: Certification",https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/7/x/q/tc-spark-8c-jp4415-back-cover-redfly-original-imagjvgzgzqhtzhd.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/q/j/r/tc-8c-jp4296-back-cover-sswastik-original-imaggpfkym6tzjr5.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/i/5/3/tc-8c-jp4296-back-cover-sswastik-original-imaggpfkw7spzdyy.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/h/g/g/clpd-cool3-jp4296-back-cover-bagra-original-imaggjpzrhnvxmqc.jpeg,No Returns Applicable,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | SHIVKUDI Designer Cases & Covers,India,Shopsy Cases Covers,,0,0,0,c52c9d43-822c-5b78-9704-a993789bf86a,01/01/24
531,987,"PALWALE BALAJI Back Cover for Oppo K1  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/hi/palwale-balaji-back-cover-oppo-k1/p/itm669752074dec1,itm669752074dec1,https://www.flipkart.com/product/p/itm669752074dec1,214,INR,₹499,57% off,True,Suitable For: Mobile | Material: Silicon | Theme: Comics/Cartoons/Superheroes | Type: Back Cover,ShriPalwaleBalaji,3.8,"Oppo K1 Back Cover, the best Multicolor covers, This soft silicone Multicolor cover will protect and prevent your phone from scratches, damage and dust. The silicone cover is made from a lightweight tough strong high quality rubber/silicone material which will help you to keep your phone safe. It comes in smooth texture. This will not only look good on your phone but will protect it. This case will Style your mobile.","[{'Sales Package': '1 Back Cover'}, {'Model Number': 'Op-K1-JP3797'}, {'Designed For': 'Oppo K1'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Certification': 'Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.'}]","1 Back Cover: Sales Package | Op-K1-JP3797: Model Number | Oppo K1: Designed For | Multicolor: Brand Color | 1: Pack of | Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.: Certification",https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/t/w/4/op-k1-jp3797-palwale-balaji-original-imaghh5prensck34.jpeg | https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/6/i/h/op-k1-jp3797-palwale-balaji-original-imaghh5pspbgpspc.jpeg | https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/t/9/u/op-k1-jp3797-palwale-balaji-original-imaghh5pjaenhfkx.jpeg | https://rukminim2.flixcart.com/image/ksoz53k0/cases-covers/back-cover/m/h/u/rel-r6-jp3797-bluezap-original-imag67hrsmyagy3e.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | PALWALE BALAJI Designer Cases & Covers,,,,0,0,0,2b9e2291-6cc4-5070-8459-714d4b1ea0c7,01/01/24
532,989,"Mclaxa Harley Bike Mobile Back Skin, Harley Bike, ONE PLUS NORD CE 2 LITE 5G Mobile Skin  (Harley Bike Skin With Super Matte Finish)",https://www.flipkart.com/hi/mclaxa-harley-bike-mobile-back-skin-bike-one-plus-nord-ce-2-lite-5g-skin/p/itm5f688af99c919,itm5f688af99c919,https://www.flipkart.com/product/p/itm5f688af99c919,203,INR,₹449,54% off,True,"Harley Bike Mobile Back Skin, Harley Bike, ONE PLUS NORD CE 2 LITE 5G | Comics & Cartoons | High quality back paste skin Harley Bike for your mobile One Plus Nord CE 2 Lite 5G extremely Matte skin make your mobile look attractive even more feel great in the hand.,, Mobile Skin With High Matte Finish, One Plus Nord CE 2 Lite 5G Harley Bike | Vinyl | Removable",Mclaxa,3.4,"Mclaxa Skin Kit for Your Mobile Proactive is printed with super-high resolution graphics. Mclaxa Skins easy to install and removal. Mobile will leave behind no decals residue. Skins decals for Mobile will prevent dust proof, waterproof, oil proof and fingerprints. Decals for Remote custom will not Scratch Fade (UV Resistant) or Peel. Install: 1) Clean the unit's surface as thoroughly as possible. Use rubbing  Wipes on a lint-free cloth to remove any grease or other contaminates. Most issues of non-sticking are due to some type of oil or grease. 2) Peel one piece of Decals from the paper liner. NOT to let the adhesive side touch anything. 3) Determine the placement, apply the Skin to the surface using your fingers or the side of your thumb, starting from one corner and working your way across the surface. 4) If a piece is not going on straight, you can gently lift it back up. Do not stretch it from its original size. 5) If installed slowly and carefully, there should be NO air bubbles left under the sticker. Any air that may become trapped during installation will go away in time. 6) During the cold weather or for a better result, apply hot air to the decal surface by using a hair dryer or hot air gun to activate chemical agent while putting the sticker. Especially heat up the edge surface. Allow at least 3 hours for cool down before touching the decal sticker skin.","[{'Sales Package': '1 Mobile Skin, Instruction Manual'}, {'Model Name': 'One Plus Nord CE 2 Lite 5G Mobile Skin With Back Camera Protection Guard'}, {'Pack of': '1'}, {'Scratch Resistant': 'Yes'}, {'Water Resistant': 'Yes'}, {'Residue Free Removal': 'Yes'}, {'Type': 'Mobile Skin, Lamination for Mobile Back, Sides And Camera'}, {'Theme': 'Comics & Cartoons'}, {'Finish': 'Matte Finish'}, {'Design': 'High quality back paste skin Harley Bike for your mobile One Plus Nord CE 2 Lite 5G extremely Matte skin make your mobile look attractive even more feel great in the hand.,, Mobile Skin With High Matte Finish, One Plus Nord CE 2 Lite 5G Harley Bike'}, {'Character': 'Ultimate Quality Skin Harley Bike with ultra -thin and Stretchable skin., It is a mobile skin not a hard cover., This is a matte , embossed and matte finish with nonslip surface., Scratch-proof and water-proof.'}, {'Color': 'Multicolour'}, {'Other Features': 'Skin Protector, Lamination, Scratch Proof, Water Resistant, Vinyl, Mobile skin....'}, {'Net Quantity': '1'}, {'Width': '100 mm'}, {'Height': '200 mm'}, {'Depth': '10 mm'}, {'Weight': '200 g'}, {'Warranty Summary': '7 Days'}, {'Warranty Service Type': 'Product Will only be Replacement only.'}, {'Covered in Warranty': 'Warranty of the product is limited to manufacturing defect only.'}, {'Not Covered in Warranty': 'Warranty does not covered any external accessories.'}]","1 Mobile Skin, Instruction Manual: Sales Package | One Plus Nord CE 2 Lite 5G Mobile Skin With Back Camera Protection Guard: Model Name | 1: Pack of | Yes: Scratch Resistant | Yes: Water Resistant | Yes: Residue Free Removal | Mobile Skin, Lamination for Mobile Back, Sides And Camera: Type | Comics & Cartoons: Theme | Matte Finish: Finish | High quality back paste skin Harley Bike for your mobile One Plus Nord CE 2 Lite 5G extremely Matte skin make your mobile look attractive even more feel great in the hand.,, Mobile Skin With High Matte Finish, One Plus Nord CE 2 Lite 5G Harley Bike: Design | Ultimate Quality Skin Harley Bike with ultra -thin and Stretchable skin., It is a mobile skin not a hard cover., This is a matte , embossed and matte finish with nonslip surface., Scratch-proof and water-proof.: Character | Multicolour: Color | Skin Protector, Lamination, Scratch Proof, Water Resistant, Vinyl, Mobile skin....: Other Features | 1: Net Quantity | 100 mm: Width | 200 mm: Height | 10 mm: Depth | 200 g: Weight | 7 Days: Warranty Summary | Product Will only be Replacement only.: Warranty Service Type | Warranty of the product is limited to manufacturing defect only.: Covered in Warranty | Warranty does not covered any external accessories.: Not Covered in Warranty",https://rukminim2.flixcart.com/image/l4hcx3k0/mobile-skin/n/w/f/one-plus-nord-ce-2-lite-5g-mobile-skin-with-back-camera-original-imagfdhxnz25d7ab.jpeg | https://rukminim2.flixcart.com/image/kdvzwcw0/mobile-skin/c/x/z/ne-8-po-oggybaba-original-imafup97t7s9x6e2.jpeg | https://rukminim2.flixcart.com/image/kevpwnk0/mobile-skin/q/p/g/soft-ultra-thin-3d-slim-perfect-fit-clear-carbon-fiber-vinyl-original-imafvfzpppve55ef.jpeg | https://rukminim2.flixcart.com/image/keq058w0/mobile-skin/y/m/j/ultra-thin-slim-fit-high-quality-black-leather-vinyl-back-screen-original-imafvcby7wj4hmu3.jpeg | https://rukminim2.flixcart.com/image/kdvzwcw0/mobile-skin/c/x/z/ne-8-po-oggybaba-original-imafup97e5pcfhy2.jpeg,वापसी नहीं होगी ,Mobiles & Accessories,Mobile Accessories,Styling & Maintenance,Mobile Skin Stickers,Mobiles & Accessories | Mobile Accessories | Styling & Maintenance | Mobile Skin Stickers | Mclaxa Mobile Skin Stickers,,,,0,0,0,ad2a063b-485b-5141-b6b0-42afafc97079,01/01/24
533,990,"7PRINTZONE Back Cover for IQOO Z5  (Multicolor, Flexible)",https://www.flipkart.com/hi/7printzone-back-cover-iqoo-z5/p/itm3ec2b32bd3a09,itm3ec2b32bd3a09,https://www.flipkart.com/product/p/itm3ec2b32bd3a09,165,INR,₹499,66% off,False,,7printzone,3.9,,[],,https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/u/j/7/2-iqo-z5-1149-xyz-back-cover-7printzone-original-imaghweesr58tp4z.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/0/j/n/2-nok-5-4-1273-back-cover-7printzone-original-imaghzeqdg8hyz68.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/9/e/t/2-nok-5-4-1273-back-cover-7printzone-original-imaghzeqmtg7gm4u.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/o/j/v/2-nok-5-4-1273-back-cover-7printzone-original-imaghzeqw3exhgue.jpeg | https://rukminim2.flixcart.com/image/xif0q/shopsy-cases-covers/u/b/a/2-nok-5-4-1273-back-cover-7printzone-original-imaghzeqth5cfdcy.jpeg,वापसी नहीं होगी ,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | 7PRINTZONE Designer Cases & Covers,,,,0,0,0,668690f2-e541-56aa-b19d-da36772c679d,01/01/24
534,993,"Appcityprint Back Cover for Samsung Galaxy A72  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/appcityprint-back-cover-samsung-galaxy-a72/p/itm5db38d2490387,itm5db38d2490387,https://www.flipkart.com/product/p/itm5db38d2490387,289,INR,₹899,67% off,True,Suitable For: Mobile | Material: Silicon | Theme: Quotes/Signs/Symbols | Type: Back Cover,LAXMI-TRADER,4.1,"These designs on the cases are designed by ""Appcityprint"" .This designer case allows easy access to all buttons controls. This designer Case Cover is Attractive, Comfortable, Light Weight and has unique design it perfectly fit and protects your smartphones. Easy to install & easy Remove. High quality printed case cover with perfect design.","[{'Sales Package': '1 Mobile Back Cover'}, {'Model Number': 'A72-364'}, {'Designed For': 'Samsung Galaxy A72'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Certification': 'NA'}, {'Other Features': 'Appcityprint cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working'}]","1 Mobile Back Cover: Sales Package | A72-364: Model Number | Samsung Galaxy A72: Designed For | Multicolor: Brand Color | 1: Pack of | NA: Certification | Appcityprint cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working: Other Features",,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Appcityprint Designer Cases & Covers,India,Cases & Covers,,0,0,0,71b811c2-e6ac-5b2f-a11e-8ba219efca9c,01/01/24
535,994,"FRONK Back Cover for OnePlus 9 5G, LE2111, THOR, AVENGER, AVENGERS  (Blue, Hard Case, Pack of: 1)",https://www.flipkart.com/fronk-back-cover-oneplus-9-5g-le2111-thor-avenger-avengers/p/itmdc1db4ed5f81f,itmdc1db4ed5f81f,https://www.flipkart.com/product/p/itmdc1db4ed5f81f,270,INR,₹999,72% off,True,Suitable For: Mobile | Material: Plastic | Theme: Comics/Cartoons/Superheroes | Type: Back Cover,PRINCECREATIO,3.7,"OnePlus 9 5G Back Cover by FRONK Stylish, Ultra Slim, Sleek and Light Weight Design Snap on Case Protect your phone from scratches and bumps,Image Full Wrap Finish Tight and Firm fit for perfect grip and support. THOR, AVENGER, AVENGERS Specially Designed for Your OnePlus 9 5G","[{'Sales Package': '1 Designer Printed Back Cover For OnePlus 9 5G'}, {'Model Number': 'LE2111-THOR-AVENGER-AVENGERS-167'}, {'Designed For': 'OnePlus 9 5G, LE2111, THOR, AVENGER, AVENGERS'}, {'Brand Color': 'Blue'}, {'Pack of': '1'}, {'Other Features': 'Hard Case, Dual Protection, Designer Printed Back Cover, Plastic Cover, Full Mobile Protection'}]","1 Designer Printed Back Cover For OnePlus 9 5G: Sales Package | LE2111-THOR-AVENGER-AVENGERS-167: Model Number | OnePlus 9 5G, LE2111, THOR, AVENGER, AVENGERS: Designed For | Blue: Brand Color | 1: Pack of | Hard Case, Dual Protection, Designer Printed Back Cover, Plastic Cover, Full Mobile Protection: Other Features",,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | FRONK Designer Cases & Covers,India,Cases & Covers,,0,0,0,2356aef0-f31d-50b1-8d04-28ef362a3624,01/01/24
536,995,"Coolcase Back Cover for Lava Z6 Back Case  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/coolcase-back-cover-lava-z6-case/p/itmffcf65de54ea9,itmffcf65de54ea9,https://www.flipkart.com/product/p/itmffcf65de54ea9,235,INR,₹999,76% off,True,Suitable For: Mobile | Material: Silicon | Theme: For Her | Type: Back Cover,COOLSELLER,3.6,"These designs on the cases Lava Z6 are designed by ""Coolcase"" .This designer case allows easy access to all buttons controls. This designer Case Cover is Attractive & Comfortable & Light Weight and has unique design it perfectly fit and protects your smartphones.","[{'Sales Package': '1'}, {'Model Number': 'PRINTEDBACKLAVAZ6-AA261'}, {'Designed For': 'Lava Z6 Back Case'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Certification': 'Coolcase'}, {'Other Features': 'Lava Z6 cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working ,and without removing the skin.'}]","1: Sales Package | PRINTEDBACKLAVAZ6-AA261: Model Number | Lava Z6 Back Case: Designed For | Multicolor: Brand Color | 1: Pack of | Coolcase: Certification | Lava Z6 cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working ,and without removing the skin.: Other Features",https://rukminim2.flixcart.com/image/klphn680/cases-covers/back-cover/z/n/o/printedlavaz6-aa261-goldista-original-imagysfjpsem2bjg.jpeg | https://rukminim2.flixcart.com/image/klphn680/cases-covers/back-cover/c/k/m/printedlavaz6-aa261-goldista-original-imagysfjze2nfb3f.jpeg | https://rukminim2.flixcart.com/image/klphn680/cases-covers/back-cover/v/e/3/printedlavaz6-aa261-goldista-original-imagysfjqnzdbg6q.jpeg | https://rukminim2.flixcart.com/image/kfvfwy80/cases-covers/back-cover/p/m/h/cooldone-printedhot10-261-original-imafw8rxtrzjmvzv.jpeg | https://rukminim2.flixcart.com/image/klphn680/cases-covers/back-cover/u/7/m/printedlavaz6-aa261-goldista-original-imagysfjqruyfmfg.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Coolcase Designer Cases & Covers,India,Cases & Covers,,0,0,0,bfcd558a-6e94-57be-aa00-62eb58a7069f,01/01/24
